ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL549959,DEMETHOXYVIRIDIN,Demethoxyviridin,Small molecule,0,322.32,3,7,2.21,84.58,5,1,0,0,N,0.80,13.98,None,1.34,1.34,2,MOL,-1,24,5,1,0,322.0841,NEUTRAL,C19H14O5,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O
CHEMBL3741643,,,Small molecule,0,239.28,1,3,2.59,37.60,3,0,0,2,Y,0.79,None,None,2.49,2.49,2,MOL,-1,18,4,0,0,239.1059,NEUTRAL,C14H13N3O,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1
CHEMBL4476718,,,,0,320.11,2,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,320.0856,None,C18H13BO5,OB1Oc2ccc3cc(O)ccc3c2C=C1c1ccc(O)c(O)c1
CHEMBL208988,,"4',7'-O-Methylamentoflavone",Small molecule,0,566.52,7,10,5.74,159.80,10,4,2,5,N,0.20,6.52,None,5.38,4.15,6,MOL,-1,42,10,4,2,566.1213,NEUTRAL,C32H22O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12
CHEMBL248131,,,Small molecule,0,400.52,2,3,5.57,46.94,4,2,1,6,N,0.53,9.28,3.99,6.26,6.26,3,MOL,-1,30,4,2,1,400.2151,NEUTRAL,C26H28N2O2,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O
CHEMBL1082889,,,Small molecule,0,255.28,2,2,2.94,60.18,5,1,0,3,N,0.78,None,5.20,2.04,2.03,3,MOL,-1,19,5,1,0,255.1008,NEUTRAL,C14H13N3O2,CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1
CHEMBL1084945,,,Small molecule,0,268.27,2,2,2.60,78.35,4,1,0,3,N,0.79,13.81,1.21,1.56,1.56,3,MOL,-1,20,5,2,0,268.0848,NEUTRAL,C15H12N2O3,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1
CHEMBL3799703,,,Small molecule,0,450.49,4,4,3.93,95.98,7,1,0,7,N,0.54,12.23,5.83,3.90,3.89,3,MOL,-1,33,8,1,0,450.1791,NEUTRAL,C25H26N2O6,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC
CHEMBL231547,,,Small molecule,0,568.14,1,1,5.63,78.95,5,1,2,8,N,0.38,None,8.41,5.27,4.22,3,MOL,-1,39,7,1,2,567.1959,NEUTRAL,C30H34ClN3O4S,O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL4444043,,,,0,342.38,5,13,4.63,42.74,4,1,0,2,N,0.58,None,2.95,3.76,3.76,4,MOL,-1,26,4,1,0,342.1281,NEUTRAL,C21H15FN4,Fc1ccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)cc1
CHEMBL426291,,,Small molecule,0,362.27,1,2,5.58,37.30,1,1,1,3,N,0.72,4.25,None,5.56,2.56,2,MOL,-1,25,2,1,1,362.0741,ACID,C17H12F6O2,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1C(F)(F)F
CHEMBL2402066,,,Small molecule,0,406.44,2,3,5.10,93.86,6,2,1,8,N,0.31,6.78,3.76,4.83,4.13,3,MOL,-1,30,7,2,1,406.1529,NEUTRAL,C23H22N2O5,COc1cc(/C=C/c2ccc(NCc3cc([N+](=O)[O-])ccc3O)cc2)cc(OC)c1
CHEMBL4467746,,,,0,602.73,6,9,3.91,123.60,8,4,1,12,N,0.18,7.50,8.49,3.73,3.14,3,MOL,-1,44,10,4,1,602.3104,NEUTRAL,C34H42N4O6,O=C(NCCCCN1CCOc2ccccc2C1)c1cc(O)c(C(=O)NCCCCN2CCOc3ccccc3C2)cc1O
CHEMBL3639383,,,Small molecule,0,406.36,1,1,4.38,83.83,5,2,0,7,N,0.53,7.86,None,5.16,5.03,2,MOL,-1,29,5,2,0,406.1028,NEUTRAL,C21H17F3O5,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O
CHEMBL4641877,,,,0,328.5,3,5,6.37,40.46,2,2,1,8,N,0.54,9.27,None,6.93,6.92,1,MOL,-1,24,2,2,1,328.2402,NEUTRAL,C22H32O2,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)cc1O
CHEMBL4640668,,,,0,344.5,3,8,6.07,60.69,3,3,1,8,N,0.40,9.12,None,6.62,6.62,1,MOL,-1,25,3,3,1,344.2351,NEUTRAL,C22H32O3,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)c(O)c1O
CHEMBL4438040,,,,0,430.12,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,393.9424,None,C16H9Cl2FN2O2Se,Cl.O=c1c2c(F)cccc2[se]n1-c1cc(Cl)c(O)c2ncccc12
CHEMBL231544,,,Small molecule,0,517.05,1,1,4.64,93.53,6,1,1,10,N,0.40,None,6.79,4.02,3.95,3,MOL,-1,35,8,1,1,516.1598,NEUTRAL,C25H29ClN4O4S,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL238271,,,Small molecule,0,499.07,2,3,4.57,87.15,5,1,0,7,N,0.59,None,None,4.24,4.24,1,MOL,-1,33,7,1,0,498.1955,NEUTRAL,C24H35ClN2O5S,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1
CHEMBL450553,,,Small molecule,0,760.98,3,6,8.21,99.70,8,0,2,22,N,0.06,None,9.21,7.67,4.63,4,MOL,-1,56,10,0,2,760.42,BASE,C46H56N4O6,CCN(CCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCN(CC)Cc1ccccc1OC)C3=O)Cc1ccccc1OC
CHEMBL3741268,,,Small molecule,0,280.33,1,3,3.47,41.90,3,0,0,3,N,0.86,None,None,3.02,3.02,2,MOL,-1,21,4,0,0,280.1212,NEUTRAL,C17H16N2O2,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1
CHEMBL3327247,,,Small molecule,0,497.64,5,5,6.32,84.23,5,2,1,10,N,0.20,None,8.89,5.97,4.63,4,MOL,-1,37,6,2,1,497.2678,BASE,C31H35N3O3,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
CHEMBL3797363,,,Small molecule,0,450.49,4,4,3.93,95.98,7,1,0,7,N,0.54,12.23,5.83,3.90,3.89,3,MOL,-1,33,8,1,0,450.1791,NEUTRAL,C25H26N2O6,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL3798857,,,Small molecule,0,390.44,4,4,3.54,88.52,5,2,0,5,N,0.65,9.50,5.83,3.85,3.83,3,MOL,-1,29,6,2,0,390.158,NEUTRAL,C23H22N2O4,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL389549,,,Small molecule,0,503.02,1,1,4.25,93.53,6,1,1,9,N,0.44,None,6.79,3.50,3.43,3,MOL,-1,34,8,1,1,502.1442,NEUTRAL,C24H27ClN4O4S,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL2408096,,,Small molecule,0,312.32,3,3,3.08,72.83,5,1,0,5,N,0.52,7.10,None,4.08,3.62,2,MOL,-1,23,5,1,0,312.0998,NEUTRAL,C18H16O5,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1
CHEMBL3800453,,,Small molecule,0,392.41,4,4,3.32,108.75,6,3,0,4,N,0.46,8.56,5.83,3.77,3.73,3,MOL,-1,29,7,3,0,392.1372,NEUTRAL,C22H20N2O5,O=C(COC(=O)c1ccc(O)c(O)c1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL3286983,,,Small molecule,0,419.29,2,2,3.99,63.83,6,1,0,3,N,0.55,8.35,None,5.06,5.01,4,MOL,-1,27,5,1,0,417.9946,NEUTRAL,C19H12Cl2N2O3S,COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Cl)c1O
CHEMBL241190,,,Small molecule,0,359.33,4,6,1.33,147.32,6,6,1,6,N,0.34,3.22,None,2.04,-1.41,2,MOL,-1,26,8,6,1,359.1005,ACID,C18H17NO7,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL3814123,,,Small molecule,0,264.33,1,5,2.87,63.83,4,2,0,4,N,0.76,None,6.90,3.36,3.24,3,MOL,-1,20,4,3,0,264.1375,NEUTRAL,C16H16N4,Nc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL2408263,,,Small molecule,0,403.43,3,3,4.56,84.86,5,2,0,7,N,0.45,7.10,None,5.01,4.55,3,MOL,-1,30,6,2,0,403.142,NEUTRAL,C24H21NO5,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1
CHEMBL63354,AMENTOFLAVONE,Amentoflavone,Small molecule,0,538.46,101,195,5.13,181.80,10,6,3,3,N,0.18,6.09,None,5.09,2.95,6,MOL,-1,40,10,6,3,538.09,ACID,C30H18O10,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12
CHEMBL3276007,,,Small molecule,0,295.34,5,10,2.51,66.40,2,2,0,6,N,0.80,4.02,None,3.26,0.11,2,MOL,-1,22,4,2,0,295.1208,ACID,C18H17NO3,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL3593280,,,Small molecule,0,649.54,3,4,3.99,112.41,8,1,1,8,N,0.27,10.15,None,-0.74,-0.75,4,MOL,-1,36,9,2,1,522.1264,NEUTRAL,C25H24IN5O4S2,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-]
CHEMBL4534005,GSM-NC,,,0,496.49,441,528,4.53,78.07,7,0,0,5,N,0.41,None,2.40,4.54,4.54,4,MOL,-1,36,8,0,0,496.1835,NEUTRAL,C25H23F3N6O2,COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1
CHEMBL4175715,,,Small molecule,0,236.29,1,1,2.64,49.69,4,2,0,4,N,0.37,9.24,None,3.53,3.52,1,MOL,-1,16,3,2,0,236.0507,NEUTRAL,C12H12O3S,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1
CHEMBL541265,SALVIANOLIC ACID B,Salvianolic Acid B,Small molecule,0,720.64,15,21,3.13,281.20,14,10,3,13,N,0.04,2.73,None,4.82,-2.14,4,MOL,-1,52,16,10,3,720.169,ACID,C36H32O16,O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL3797646,,,Small molecule,0,404.47,4,4,3.85,77.52,5,1,0,6,N,0.63,12.23,5.83,4.00,3.98,3,MOL,-1,30,6,1,0,404.1736,NEUTRAL,C24H24N2O4,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL4751082,,,,0,413.36,8,9,5.15,83.48,5,3,1,4,N,0.24,9.30,8.36,4.93,4.24,4,MOL,-1,30,6,3,1,413.0987,NEUTRAL,C21H14F3N3O3,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1
CHEMBL247931,,,Small molecule,0,400.52,2,2,6.13,42.52,4,2,1,8,N,0.45,None,5.31,5.28,5.28,3,MOL,-1,30,4,2,1,400.2151,NEUTRAL,C26H28N2O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC
CHEMBL3326698,,,Small molecule,0,455.56,5,5,5.23,84.23,5,2,1,8,N,0.28,None,8.89,4.57,3.23,4,MOL,-1,34,6,2,1,455.2209,BASE,C28H29N3O3,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O
CHEMBL3742311,,,Small molecule,0,188.23,1,3,2.11,32.67,2,0,0,1,Y,0.66,None,None,2.04,2.04,1,MOL,-1,14,3,0,0,188.095,NEUTRAL,C11H12N2O,CC1=NN(c2cccc(C)c2)C(=O)C1
CHEMBL3330753,,,Small molecule,0,517.7,5,5,7.47,81.04,7,1,2,5,N,0.19,None,None,6.35,6.35,5,MOL,-1,35,5,2,2,517.0952,NEUTRAL,C27H23N3O2S3,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1
CHEMBL196070,,,Small molecule,0,336.29,8,12,4.18,54.46,3,1,0,3,N,0.73,4.77,None,4.40,2.82,3,MOL,-1,24,4,1,0,336.0998,ACID,C16H12F4N4,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1
CHEMBL416955,CHLOROGENIC ACID METHYL ESTER,Chlorogenic Acid Methyl Ester|Methyl Chlorogenate|Methyl Chlorogenic Acid,Small molecule,0,368.34,11,29,-0.56,153.75,9,5,0,4,N,0.27,9.21,None,-0.12,-0.13,1,MOL,-1,26,9,5,0,368.1107,NEUTRAL,C17H20O9,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1
CHEMBL2436708,,,Small molecule,0,645.85,5,6,6.84,74.08,8,1,2,12,N,0.15,None,8.95,5.66,3.61,5,MOL,-1,48,8,1,2,645.3679,BASE,C40H47N5O3,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
CHEMBL28,APIGENIN,NSC-83244,Small molecule,0,270.24,415,1145,2.58,90.90,5,3,0,1,N,0.63,6.57,None,2.71,1.77,3,MOL,-1,20,5,3,0,270.0528,NEUTRAL,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL451902,,Robustaflavone-4'-Methyl Ether,Small molecule,0,552.49,14,20,5.44,170.80,10,5,2,4,N,0.19,6.06,None,5.23,2.94,6,MOL,-1,41,10,5,2,552.1056,ACID,C31H20O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O
CHEMBL3330740,,,Small molecule,0,503.65,6,13,8.01,70.12,5,1,2,7,N,0.18,None,None,7.44,7.44,5,MOL,-1,36,4,2,2,503.1126,NEUTRAL,C30H21N3OS2,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(N)=O
CHEMBL153,TROLOX,,Small molecule,0,250.29,86,824,2.49,66.76,3,2,0,1,N,0.80,3.77,None,3.66,0.38,1,MOL,-1,18,4,2,0,250.1205,ACID,C14H18O4,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2
CHEMBL260867,,,Small molecule,0,344.36,21,37,3.32,74.22,6,1,0,7,N,0.61,7.10,None,3.61,3.14,2,MOL,-1,25,6,1,0,344.126,NEUTRAL,C19H20O6,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1
CHEMBL2408261,,,Small molecule,0,387.44,3,3,4.57,66.84,4,1,0,6,N,0.50,7.10,None,5.04,4.57,3,MOL,-1,29,5,1,0,387.1471,NEUTRAL,C24H21NO4,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1
CHEMBL3286984,,,Small molecule,0,463.74,2,2,4.10,63.83,6,1,0,3,N,0.50,8.47,None,5.22,5.19,4,MOL,-1,27,5,1,0,461.9441,NEUTRAL,C19H12BrClN2O3S,COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Br)c1O
CHEMBL2436690,,,Small molecule,0,542.68,5,8,4.81,91.07,8,2,1,10,N,0.28,7.28,8.96,2.88,2.33,4,MOL,-1,40,8,2,1,542.2893,BASE,C32H38N4O4,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12
CHEMBL4127947,,,Small molecule,0,343.34,1,2,1.63,127.09,5,5,0,6,N,0.40,3.44,None,2.35,-1.06,2,MOL,-1,25,7,5,0,343.1056,ACID,C18H17NO6,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL1090209,,,Small molecule,0,545.94,6,16,4.29,89.54,5,1,1,4,N,0.58,6.12,None,4.87,4.07,2,MOL,-1,34,6,1,1,545.0157,ACID,C20H17ClF5NO5S2,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F
CHEMBL3594078,,,Small molecule,0,284.27,2,4,2.57,109.60,5,5,0,2,N,0.46,8.58,2.20,2.66,2.64,3,MOL,-1,21,6,5,0,284.0797,NEUTRAL,C15H12N2O4,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1O
CHEMBL2381384,,,Small molecule,0,380.4,3,7,1.60,88.77,8,0,0,5,N,0.49,None,4.50,1.93,1.93,3,MOL,-1,28,8,0,0,380.1485,NEUTRAL,C20H20N4O4,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1
CHEMBL150,KAEMPFEROL,Kaempferol|Kempferol|Pelargidenolon|Populnetin|Rhamnolutein|Rhamnolutin|Robigenin|Swartziol|Trifolitin,Small molecule,0,286.24,244,755,2.28,111.13,6,4,0,1,N,0.55,6.38,None,2.46,1.31,3,MOL,-1,21,6,4,0,286.0477,ACID,C15H10O6,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL1077196,,,Small molecule,0,258.31,2,2,2.50,70.93,6,2,0,2,N,0.74,9.22,3.29,2.06,2.06,3,MOL,-1,18,5,2,0,258.0575,NEUTRAL,C12H10N4OS,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1
CHEMBL503168,DATISCETIN,"3,5,7,2'-Tetrahydroxyflavone|Datiscetin",Small molecule,0,286.24,10,22,2.28,111.13,6,4,0,1,N,0.55,6.37,None,2.46,1.25,3,MOL,-1,21,6,4,0,286.0477,ACID,C15H10O6,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12
CHEMBL4787961,,,,0,508.83,2,2,11.97,0.00,0,0,2,10,N,0.26,None,None,10.54,10.54,0,MOL,-1,38,0,0,2,508.4069,None,C38H52,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)CCCC1
CHEMBL4294830,,,Small molecule,0,246.22,2,3,1.93,90.90,5,3,0,2,N,0.75,8.76,None,1.92,1.90,2,MOL,-1,18,5,3,0,246.0528,NEUTRAL,C13H10O5,O=c1cc(/C=C/c2cc(O)cc(O)c2)occ1O
CHEMBL3235503,,,Small molecule,0,514.76,3,9,7.45,49.84,6,2,2,9,N,0.18,None,9.19,6.36,3.69,4,MOL,-1,36,4,2,2,514.2225,BASE,C30H34N4S2,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
CHEMBL1084944,,,Small molecule,0,254.29,2,2,3.55,47.29,4,1,0,3,N,0.78,None,5.64,2.39,2.38,3,MOL,-1,19,4,1,0,254.1055,NEUTRAL,C15H14N2O2,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1
CHEMBL524141,,,Small molecule,0,293.37,1,1,4.68,25.61,3,0,0,4,N,0.70,None,4.76,4.34,4.34,3,MOL,-1,22,3,0,0,293.1416,NEUTRAL,C19H19NO2,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1
CHEMBL197140,,,Small molecule,0,410.53,8,12,6.59,46.53,2,1,1,5,N,0.60,4.13,None,6.85,3.78,2,MOL,-1,30,3,1,1,410.2257,ACID,C26H31FO3,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1
CHEMBL382746,,,Small molecule,0,352.29,6,10,4.75,59.15,4,1,0,3,N,0.69,4.07,None,5.74,3.54,3,MOL,-1,25,4,1,0,352.0835,ACID,C17H12F4N2O2,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1
CHEMBL247524,,,Small molecule,0,373.46,1,1,4.60,83.39,5,2,0,6,N,0.62,None,4.60,3.93,3.93,3,MOL,-1,28,5,4,0,373.179,NEUTRAL,C23H23N3O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N
CHEMBL4176666,,,Small molecule,0,511.52,5,6,3.28,112.29,11,2,2,6,N,0.40,12.62,7.48,4.45,4.08,4,MOL,-1,37,11,2,2,511.2168,NEUTRAL,C23H24F3N11,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(NC4CC4)n3)CC2)n2ncnc2n1
CHEMBL231545,,,Small molecule,0,560.16,1,1,5.72,70.16,5,0,2,7,N,0.41,None,8.08,5.92,5.16,2,MOL,-1,38,7,0,2,559.2272,NEUTRAL,C29H38ClN3O4S,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL3593276,,,Small molecule,0,752.77,4,6,5.65,130.32,11,0,3,16,N,0.09,None,None,1.81,1.81,3,MOL,-1,41,12,0,3,603.1578,NEUTRAL,C28H31F3N4O11S3,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F
CHEMBL4464247,,,,0,198.13,6,13,0.49,115.06,4,4,0,2,N,0.51,1.80,None,1.98,-5.01,1,MOL,-1,14,6,4,0,198.0164,ACID,C8H6O6,O=C(O)c1cc(O)c(C(=O)O)cc1O
CHEMBL4129983,,,Small molecule,0,327.34,3,6,1.92,106.86,4,4,0,6,N,0.61,3.63,None,2.65,-0.69,2,MOL,-1,24,6,4,0,327.1107,ACID,C18H17NO5,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O
CHEMBL4166865,,,Small molecule,0,395.77,5,6,5.04,71.96,6,2,1,5,N,0.63,12.07,0.98,5.72,5.72,3,MOL,-1,27,6,2,1,395.0761,NEUTRAL,C17H13ClF3N5O,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1
CHEMBL3326709,,,Small molecule,0,553.58,5,5,6.52,93.46,6,2,2,10,N,0.17,None,8.89,6.44,5.11,4,MOL,-1,40,7,2,2,553.2188,BASE,C30H30F3N3O4,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O
CHEMBL3667023,,,Small molecule,0,576.44,1,1,5.72,119.36,8,2,2,12,N,0.14,8.79,None,8.00,7.99,2,MOL,-1,40,8,2,2,576.1219,NEUTRAL,C26H22F6O8,COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL3099500,,,Unknown,0,1151.42,4,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1150.6004,None,C67H78N10O8,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL4167322,,,Small molecule,0,379.39,5,6,2.62,78.00,7,3,0,5,N,0.74,12.62,8.68,3.72,2.38,2,MOL,-1,27,7,3,0,379.1732,BASE,C17H20F3N7,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1
CHEMBL2063874,,,Small molecule,0,296.78,2,4,3.03,72.19,3,2,0,3,N,0.86,7.86,3.54,2.75,2.64,2,MOL,-1,19,4,3,0,296.0386,NEUTRAL,C13H13ClN2O2S,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1
CHEMBL2436692,,,Small molecule,0,526.68,5,8,5.11,70.84,7,1,2,10,N,0.29,None,8.95,4.26,2.20,4,MOL,-1,39,7,1,2,526.2944,BASE,C32H38N4O3,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3286990,,,Small molecule,0,452.39,2,2,3.72,73.06,7,1,0,4,N,0.48,8.90,None,5.42,5.41,4,MOL,-1,31,6,1,0,452.0454,NEUTRAL,C20H12F4N2O4S,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O
CHEMBL2408094,,,Small molecule,0,342.39,3,3,3.71,64.99,5,1,0,9,N,0.43,7.10,None,4.23,3.76,2,MOL,-1,25,5,1,0,342.1467,NEUTRAL,C20H22O5,CCOCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1
CHEMBL4226505,,,Small molecule,0,398.47,2,3,3.17,80.46,5,1,0,4,N,0.68,8.83,6.98,2.96,2.90,3,MOL,-1,30,6,1,0,398.1743,NEUTRAL,C24H22N4O2,N#Cc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1
CHEMBL3593282,,,Small molecule,0,550.53,3,5,6.48,16.35,4,0,1,7,N,0.40,None,None,2.71,2.71,3,MOL,-1,29,3,0,1,423.1559,NEUTRAL,C24H27IN2OS2,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-]
CHEMBL4645437,,,,0,326.48,1,1,6.34,29.46,2,1,1,6,N,0.62,9.49,None,6.48,6.48,1,MOL,-1,24,2,1,1,326.2246,NEUTRAL,C22H30O2,CC(C)=CCC/C(C)=C/CCC1(C)C=Cc2c(O)cc(C)cc2O1
CHEMBL4554367,,,,0,660.9,6,9,5.29,111.62,8,4,2,20,N,0.10,7.75,9.64,4.82,3.29,3,MOL,-1,48,10,4,2,660.4363,BASE,C38H56N6O4,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C
