Molecule_ChEMBL_ID,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL3798857,0,390.44,4,4,3.54,88.52,5.0,2.0,0.0,5.0,N,0.65,3.85,3.83,3.0,MOL,-1,29.0,6.0,2.0,0.0,390.158,NEUTRAL,C23H22N2O4,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL389549,0,503.02,1,1,4.25,93.53,6.0,1.0,1.0,9.0,N,0.44,3.5,3.43,3.0,MOL,-1,34.0,8.0,1.0,1.0,502.1442,NEUTRAL,C24H27ClN4O4S,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL2408096,0,312.32,3,3,3.08,72.83,5.0,1.0,0.0,5.0,N,0.52,4.08,3.62,2.0,MOL,-1,23.0,5.0,1.0,0.0,312.0998,NEUTRAL,C18H16O5,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1
CHEMBL3800453,0,392.41,4,4,3.32,108.75,6.0,3.0,0.0,4.0,N,0.46,3.77,3.73,3.0,MOL,-1,29.0,7.0,3.0,0.0,392.1372,NEUTRAL,C22H20N2O5,O=C(COC(=O)c1ccc(O)c(O)c1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL3286983,0,419.29,2,2,3.99,63.83,6.0,1.0,0.0,3.0,N,0.55,5.06,5.01,4.0,MOL,-1,27.0,5.0,1.0,0.0,417.9946,NEUTRAL,C19H12Cl2N2O3S,COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Cl)c1O
CHEMBL241190,0,359.33,4,6,1.33,147.32,6.0,6.0,1.0,6.0,N,0.34,2.04,-1.41,2.0,MOL,-1,26.0,8.0,6.0,1.0,359.1005,ACID,C18H17NO7,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL3814123,0,264.33,1,5,2.87,63.83,4.0,2.0,0.0,4.0,N,0.76,3.36,3.24,3.0,MOL,-1,20.0,4.0,3.0,0.0,264.1375,NEUTRAL,C16H16N4,Nc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL2408263,0,403.43,3,3,4.56,84.86,5.0,2.0,0.0,7.0,N,0.45,5.01,4.55,3.0,MOL,-1,30.0,6.0,2.0,0.0,403.142,NEUTRAL,C24H21NO5,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1
CHEMBL63354,0,538.46,101,195,5.13,181.8,10.0,6.0,3.0,3.0,N,0.18,5.09,2.95,6.0,MOL,-1,40.0,10.0,6.0,3.0,538.09,ACID,C30H18O10,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12
CHEMBL3276007,0,295.34,5,10,2.51,66.4,2.0,2.0,0.0,6.0,N,0.8,3.26,0.11,2.0,MOL,-1,22.0,4.0,2.0,0.0,295.1208,ACID,C18H17NO3,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL3593280,0,649.54,3,4,3.99,112.41,8.0,1.0,1.0,8.0,N,0.27,-0.74,-0.75,4.0,MOL,-1,36.0,9.0,2.0,1.0,522.1264,NEUTRAL,C25H24IN5O4S2,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-]
CHEMBL4534005,0,496.49,441,528,4.53,78.07,7.0,0.0,0.0,5.0,N,0.41,4.54,4.54,4.0,MOL,-1,36.0,8.0,0.0,0.0,496.1835,NEUTRAL,C25H23F3N6O2,COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1
CHEMBL4175715,0,236.29,1,1,2.64,49.69,4.0,2.0,0.0,4.0,N,0.37,3.53,3.52,1.0,MOL,-1,16.0,3.0,2.0,0.0,236.0507,NEUTRAL,C12H12O3S,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1
CHEMBL541265,0,720.64,15,21,3.13,281.2,14.0,10.0,3.0,13.0,N,0.04,4.82,-2.14,4.0,MOL,-1,52.0,16.0,10.0,3.0,720.169,ACID,C36H32O16,O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL3797646,0,404.47,4,4,3.85,77.52,5.0,1.0,0.0,6.0,N,0.63,4.0,3.98,3.0,MOL,-1,30.0,6.0,1.0,0.0,404.1736,NEUTRAL,C24H24N2O4,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL4751082,0,413.36,8,9,5.15,83.48,5.0,3.0,1.0,4.0,N,0.24,4.93,4.24,4.0,MOL,-1,30.0,6.0,3.0,1.0,413.0987,NEUTRAL,C21H14F3N3O3,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1
CHEMBL247931,0,400.52,2,2,6.13,42.52,4.0,2.0,1.0,8.0,N,0.45,5.28,5.28,3.0,MOL,-1,30.0,4.0,2.0,1.0,400.2151,NEUTRAL,C26H28N2O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC
CHEMBL3326698,0,455.56,5,5,5.23,84.23,5.0,2.0,1.0,8.0,N,0.28,4.57,3.23,4.0,MOL,-1,34.0,6.0,2.0,1.0,455.2209,BASE,C28H29N3O3,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O
CHEMBL3742311,0,188.23,1,3,2.11,32.67,2.0,0.0,0.0,1.0,Y,0.66,2.04,2.04,1.0,MOL,-1,14.0,3.0,0.0,0.0,188.095,NEUTRAL,C11H12N2O,CC1=NN(c2cccc(C)c2)C(=O)C1
CHEMBL3330753,0,517.7,5,5,7.47,81.04,7.0,1.0,2.0,5.0,N,0.19,6.35,6.35,5.0,MOL,-1,35.0,5.0,2.0,2.0,517.0952,NEUTRAL,C27H23N3O2S3,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1
CHEMBL196070,0,336.29,8,12,4.18,54.46,3.0,1.0,0.0,3.0,N,0.73,4.4,2.82,3.0,MOL,-1,24.0,4.0,1.0,0.0,336.0998,ACID,C16H12F4N4,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1
CHEMBL416955,0,368.34,11,29,-0.56,153.75,9.0,5.0,0.0,4.0,N,0.27,-0.12,-0.13,1.0,MOL,-1,26.0,9.0,5.0,0.0,368.1107,NEUTRAL,C17H20O9,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1
CHEMBL2436708,0,645.85,5,6,6.84,74.08,8.0,1.0,2.0,12.0,N,0.15,5.66,3.61,5.0,MOL,-1,48.0,8.0,1.0,2.0,645.3679,BASE,C40H47N5O3,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
CHEMBL28,0,270.24,415,1145,2.58,90.9,5.0,3.0,0.0,1.0,N,0.63,2.71,1.77,3.0,MOL,-1,20.0,5.0,3.0,0.0,270.0528,NEUTRAL,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL451902,0,552.49,14,20,5.44,170.8,10.0,5.0,2.0,4.0,N,0.19,5.23,2.94,6.0,MOL,-1,41.0,10.0,5.0,2.0,552.1056,ACID,C31H20O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O
CHEMBL3330740,0,503.65,6,13,8.01,70.12,5.0,1.0,2.0,7.0,N,0.18,7.44,7.44,5.0,MOL,-1,36.0,4.0,2.0,2.0,503.1126,NEUTRAL,C30H21N3OS2,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(N)=O
CHEMBL153,0,250.29,86,824,2.49,66.76,3.0,2.0,0.0,1.0,N,0.8,3.66,0.38,1.0,MOL,-1,18.0,4.0,2.0,0.0,250.1205,ACID,C14H18O4,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2
CHEMBL260867,0,344.36,21,37,3.32,74.22,6.0,1.0,0.0,7.0,N,0.61,3.61,3.14,2.0,MOL,-1,25.0,6.0,1.0,0.0,344.126,NEUTRAL,C19H20O6,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1
CHEMBL2408261,0,387.44,3,3,4.57,66.84,4.0,1.0,0.0,6.0,N,0.5,5.04,4.57,3.0,MOL,-1,29.0,5.0,1.0,0.0,387.1471,NEUTRAL,C24H21NO4,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1
CHEMBL3286984,0,463.74,2,2,4.1,63.83,6.0,1.0,0.0,3.0,N,0.5,5.22,5.19,4.0,MOL,-1,27.0,5.0,1.0,0.0,461.9441,NEUTRAL,C19H12BrClN2O3S,COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Br)c1O
CHEMBL2436690,0,542.68,5,8,4.81,91.07,8.0,2.0,1.0,10.0,N,0.28,2.88,2.33,4.0,MOL,-1,40.0,8.0,2.0,1.0,542.2893,BASE,C32H38N4O4,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12
CHEMBL4127947,0,343.34,1,2,1.63,127.09,5.0,5.0,0.0,6.0,N,0.4,2.35,-1.06,2.0,MOL,-1,25.0,7.0,5.0,0.0,343.1056,ACID,C18H17NO6,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL1090209,0,545.94,6,16,4.29,89.54,5.0,1.0,1.0,4.0,N,0.58,4.87,4.07,2.0,MOL,-1,34.0,6.0,1.0,1.0,545.0157,ACID,C20H17ClF5NO5S2,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F
CHEMBL3594078,0,284.27,2,4,2.57,109.6,5.0,5.0,0.0,2.0,N,0.46,2.66,2.64,3.0,MOL,-1,21.0,6.0,5.0,0.0,284.0797,NEUTRAL,C15H12N2O4,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1O
CHEMBL2381384,0,380.4,3,7,1.6,88.77,8.0,0.0,0.0,5.0,N,0.49,1.93,1.93,3.0,MOL,-1,28.0,8.0,0.0,0.0,380.1485,NEUTRAL,C20H20N4O4,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1
CHEMBL150,0,286.24,244,755,2.28,111.13,6.0,4.0,0.0,1.0,N,0.55,2.46,1.31,3.0,MOL,-1,21.0,6.0,4.0,0.0,286.0477,ACID,C15H10O6,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL1077196,0,258.31,2,2,2.5,70.93,6.0,2.0,0.0,2.0,N,0.74,2.06,2.06,3.0,MOL,-1,18.0,5.0,2.0,0.0,258.0575,NEUTRAL,C12H10N4OS,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1
CHEMBL503168,0,286.24,10,22,2.28,111.13,6.0,4.0,0.0,1.0,N,0.55,2.46,1.25,3.0,MOL,-1,21.0,6.0,4.0,0.0,286.0477,ACID,C15H10O6,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12
CHEMBL4787961,0,508.83,2,2,11.97,0.0,0.0,0.0,2.0,10.0,N,0.26,10.54,10.54,0.0,MOL,-1,38.0,0.0,0.0,2.0,508.4069,None,C38H52,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)CCCC1
CHEMBL4294830,0,246.22,2,3,1.93,90.9,5.0,3.0,0.0,2.0,N,0.75,1.92,1.9,2.0,MOL,-1,18.0,5.0,3.0,0.0,246.0528,NEUTRAL,C13H10O5,O=c1cc(/C=C/c2cc(O)cc(O)c2)occ1O
CHEMBL3235503,0,514.76,3,9,7.45,49.84,6.0,2.0,2.0,9.0,N,0.18,6.36,3.69,4.0,MOL,-1,36.0,4.0,2.0,2.0,514.2225,BASE,C30H34N4S2,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
CHEMBL1084944,0,254.29,2,2,3.55,47.29,4.0,1.0,0.0,3.0,N,0.78,2.39,2.38,3.0,MOL,-1,19.0,4.0,1.0,0.0,254.1055,NEUTRAL,C15H14N2O2,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1
CHEMBL524141,0,293.37,1,1,4.68,25.61,3.0,0.0,0.0,4.0,N,0.7,4.34,4.34,3.0,MOL,-1,22.0,3.0,0.0,0.0,293.1416,NEUTRAL,C19H19NO2,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1
CHEMBL197140,0,410.53,8,12,6.59,46.53,2.0,1.0,1.0,5.0,N,0.6,6.85,3.78,2.0,MOL,-1,30.0,3.0,1.0,1.0,410.2257,ACID,C26H31FO3,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1
CHEMBL382746,0,352.29,6,10,4.75,59.15,4.0,1.0,0.0,3.0,N,0.69,5.74,3.54,3.0,MOL,-1,25.0,4.0,1.0,0.0,352.0835,ACID,C17H12F4N2O2,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1
CHEMBL247524,0,373.46,1,1,4.6,83.39,5.0,2.0,0.0,6.0,N,0.62,3.93,3.93,3.0,MOL,-1,28.0,5.0,4.0,0.0,373.179,NEUTRAL,C23H23N3O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N
CHEMBL4176666,0,511.52,5,6,3.28,112.29,11.0,2.0,2.0,6.0,N,0.4,4.45,4.08,4.0,MOL,-1,37.0,11.0,2.0,2.0,511.2168,NEUTRAL,C23H24F3N11,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(NC4CC4)n3)CC2)n2ncnc2n1
CHEMBL231545,0,560.16,1,1,5.72,70.16,5.0,0.0,2.0,7.0,N,0.41,5.92,5.16,2.0,MOL,-1,38.0,7.0,0.0,2.0,559.2272,NEUTRAL,C29H38ClN3O4S,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL3593276,0,752.77,4,6,5.65,130.32,11.0,0.0,3.0,16.0,N,0.09,1.81,1.81,3.0,MOL,-1,41.0,12.0,0.0,3.0,603.1578,NEUTRAL,C28H31F3N4O11S3,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F
CHEMBL4464247,0,198.13,6,13,0.49,115.06,4.0,4.0,0.0,2.0,N,0.51,1.98,-5.01,1.0,MOL,-1,14.0,6.0,4.0,0.0,198.0164,ACID,C8H6O6,O=C(O)c1cc(O)c(C(=O)O)cc1O
CHEMBL4129983,0,327.34,3,6,1.92,106.86,4.0,4.0,0.0,6.0,N,0.61,2.65,-0.69,2.0,MOL,-1,24.0,6.0,4.0,0.0,327.1107,ACID,C18H17NO5,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O
CHEMBL4166865,0,395.77,5,6,5.04,71.96,6.0,2.0,1.0,5.0,N,0.63,5.72,5.72,3.0,MOL,-1,27.0,6.0,2.0,1.0,395.0761,NEUTRAL,C17H13ClF3N5O,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1
CHEMBL3326709,0,553.58,5,5,6.52,93.46,6.0,2.0,2.0,10.0,N,0.17,6.44,5.11,4.0,MOL,-1,40.0,7.0,2.0,2.0,553.2188,BASE,C30H30F3N3O4,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O
CHEMBL3667023,0,576.44,1,1,5.72,119.36,8.0,2.0,2.0,12.0,N,0.14,8.0,7.99,2.0,MOL,-1,40.0,8.0,2.0,2.0,576.1219,NEUTRAL,C26H22F6O8,COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL4167322,0,379.39,5,6,2.62,78.0,7.0,3.0,0.0,5.0,N,0.74,3.72,2.38,2.0,MOL,-1,27.0,7.0,3.0,0.0,379.1732,BASE,C17H20F3N7,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1
CHEMBL2063874,0,296.78,2,4,3.03,72.19,3.0,2.0,0.0,3.0,N,0.86,2.75,2.64,2.0,MOL,-1,19.0,4.0,3.0,0.0,296.0386,NEUTRAL,C13H13ClN2O2S,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1
CHEMBL2436692,0,526.68,5,8,5.11,70.84,7.0,1.0,2.0,10.0,N,0.29,4.26,2.2,4.0,MOL,-1,39.0,7.0,1.0,2.0,526.2944,BASE,C32H38N4O3,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3286990,0,452.39,2,2,3.72,73.06,7.0,1.0,0.0,4.0,N,0.48,5.42,5.41,4.0,MOL,-1,31.0,6.0,1.0,0.0,452.0454,NEUTRAL,C20H12F4N2O4S,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O
CHEMBL2408094,0,342.39,3,3,3.71,64.99,5.0,1.0,0.0,9.0,N,0.43,4.23,3.76,2.0,MOL,-1,25.0,5.0,1.0,0.0,342.1467,NEUTRAL,C20H22O5,CCOCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1
CHEMBL4226505,0,398.47,2,3,3.17,80.46,5.0,1.0,0.0,4.0,N,0.68,2.96,2.9,3.0,MOL,-1,30.0,6.0,1.0,0.0,398.1743,NEUTRAL,C24H22N4O2,N#Cc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1
CHEMBL3593282,0,550.53,3,5,6.48,16.35,4.0,0.0,1.0,7.0,N,0.4,2.71,2.71,3.0,MOL,-1,29.0,3.0,0.0,1.0,423.1559,NEUTRAL,C24H27IN2OS2,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-]
CHEMBL4645437,0,326.48,1,1,6.34,29.46,2.0,1.0,1.0,6.0,N,0.62,6.48,6.48,1.0,MOL,-1,24.0,2.0,1.0,1.0,326.2246,NEUTRAL,C22H30O2,CC(C)=CCC/C(C)=C/CCC1(C)C=Cc2c(O)cc(C)cc2O1
CHEMBL4554367,0,660.9,6,9,5.29,111.62,8.0,4.0,2.0,20.0,N,0.1,4.82,3.29,3.0,MOL,-1,48.0,10.0,4.0,2.0,660.4363,BASE,C38H56N6O4,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C
CHEMBL27246,0,148.16,82,229,1.78,37.3,1.0,1.0,0.0,2.0,Y,0.65,2.14,-0.81,1.0,MOL,-1,11.0,2.0,1.0,0.0,148.0524,ACID,C9H8O2,O=C(O)/C=C/c1ccccc1
CHEMBL2402074,0,418.54,2,3,6.01,62.75,5.0,3.0,1.0,10.0,N,0.28,5.24,5.21,3.0,MOL,-1,31.0,5.0,3.0,1.0,418.2256,NEUTRAL,C26H30N2O3,CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1
CHEMBL81880,0,265.36,69,102,3.52,19.37,3.0,0.0,0.0,2.0,N,0.66,3.72,2.93,3.0,MOL,-1,20.0,3.0,0.0,0.0,265.1579,NEUTRAL,C17H19N3,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1
CHEMBL3752685,0,565.63,6,13,8.02,49.84,4.0,2.0,1.0,10.0,N,0.22,7.6,4.93,4.0,MOL,-1,37.0,4.0,2.0,1.0,492.3253,BASE,C33H42Cl2N4,Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
CHEMBL3815150,0,318.3,1,2,3.84,63.83,4.0,2.0,0.0,3.0,N,0.77,3.94,3.85,3.0,MOL,-1,23.0,4.0,3.0,0.0,318.1092,NEUTRAL,C16H13F3N4,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12
CHEMBL249447,0,516.46,31,117,1.03,211.28,11.0,7.0,3.0,7.0,N,0.16,2.16,-1.29,2.0,MOL,-1,37.0,12.0,7.0,3.0,516.1268,ACID,C25H24O12,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O
CHEMBL3286989,0,452.84,2,2,4.36,63.83,6.0,1.0,0.0,3.0,N,0.5,5.33,5.28,4.0,MOL,-1,30.0,5.0,1.0,0.0,452.0209,NEUTRAL,C20H12ClF3N2O3S,COc1cc(/C=c2\sc3nc(-c4cccc(C(F)(F)F)c4)cn3c2=O)cc(Cl)c1O
CHEMBL3741680,0,294.35,1,3,3.52,41.9,3.0,0.0,0.0,5.0,N,0.85,3.13,3.13,2.0,MOL,-1,22.0,4.0,0.0,0.0,294.1368,NEUTRAL,C18H18N2O2,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1
CHEMBL3813788,0,280.33,1,2,2.83,73.06,5.0,2.0,0.0,4.0,N,0.77,2.91,2.8,3.0,MOL,-1,21.0,5.0,3.0,0.0,280.1324,NEUTRAL,C16H16N4O,COc1ccc(CNc2nc(N)nc3ccccc23)cc1
CHEMBL247930,0,372.47,1,1,5.21,70.5,4.0,2.0,1.0,6.0,N,0.46,4.68,4.68,3.0,MOL,-1,28.0,4.0,4.0,1.0,372.1838,NEUTRAL,C24H24N2O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N
CHEMBL196691,0,294.27,1,2,4.56,37.3,1.0,1.0,0.0,3.0,N,0.9,4.68,1.86,2.0,MOL,-1,21.0,2.0,1.0,0.0,294.0868,ACID,C16H13F3O2,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1
CHEMBL1084946,0,268.27,2,2,2.6,78.35,4.0,1.0,0.0,3.0,N,0.79,1.56,1.56,3.0,MOL,-1,20.0,5.0,2.0,0.0,268.0848,NEUTRAL,C15H12N2O3,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1
CHEMBL3815078,0,250.31,1,5,2.82,63.83,4.0,2.0,0.0,3.0,N,0.75,3.07,2.96,3.0,MOL,-1,19.0,4.0,3.0,0.0,250.1218,NEUTRAL,C15H14N4,Nc1nc(NCc2ccccc2)c2ccccc2n1
CHEMBL3813859,0,264.33,1,2,3.13,63.83,4.0,2.0,0.0,3.0,N,0.76,3.58,3.49,3.0,MOL,-1,20.0,4.0,3.0,0.0,264.1375,NEUTRAL,C16H16N4,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1
CHEMBL3667030,0,575.46,1,1,5.24,113.37,7.0,2.0,2.0,11.0,N,0.21,7.05,7.04,2.0,MOL,-1,40.0,8.0,2.0,2.0,575.1379,NEUTRAL,C26H23F6NO7,CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL3330751,0,451.64,5,7,7.89,31.23,6.0,0.0,1.0,4.0,N,0.26,6.89,6.89,5.0,MOL,-1,30.0,3.0,0.0,1.0,451.0734,NEUTRAL,C24H21NO2S3,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=O)s4)cc2n3C(C)(C)C)cc1
CHEMBL4176559,0,723.01,3,17,8.63,87.5,7.0,1.0,2.0,12.0,N,0.2,8.2,8.2,3.0,MOL,-1,53.0,8.0,1.0,2.0,722.4771,NEUTRAL,C45H62N4O4,COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1
CHEMBL4129190,0,311.34,3,6,2.22,86.63,3.0,3.0,0.0,6.0,N,0.71,2.95,-0.28,2.0,MOL,-1,23.0,5.0,3.0,0.0,311.1158,ACID,C18H17NO4,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL3330752,0,499.69,2,4,8.51,61.74,7.0,0.0,1.0,4.0,N,0.23,7.38,7.38,5.0,MOL,-1,34.0,4.0,0.0,1.0,499.0847,NEUTRAL,C27H21N3OS3,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1
CHEMBL4162346,0,379.77,5,6,5.34,62.73,5.0,2.0,1.0,4.0,N,0.64,6.39,6.39,3.0,MOL,-1,26.0,5.0,2.0,1.0,379.0812,NEUTRAL,C17H13ClF3N5,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1
CHEMBL2402158,0,349.39,2,3,4.29,92.95,5.0,5.0,0.0,5.0,N,0.35,4.3,4.26,3.0,MOL,-1,26.0,5.0,5.0,0.0,349.1314,NEUTRAL,C21H19NO4,Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1
CHEMBL193971,0,312.26,5,8,4.7,37.3,1.0,1.0,0.0,3.0,N,0.83,4.82,1.81,2.0,MOL,-1,22.0,2.0,1.0,0.0,312.0773,ACID,C16H12F4O2,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL3593278,0,611.53,5,8,5.67,68.72,7.0,0.0,1.0,10.0,N,0.16,1.9,1.9,3.0,MOL,-1,33.0,7.0,0.0,1.0,484.1359,NEUTRAL,C24H26IN3O4S2,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.[I-]
CHEMBL4174114,0,380.21,5,6,4.81,71.96,6.0,2.0,0.0,5.0,N,0.66,5.59,5.59,3.0,MOL,-1,25.0,6.0,2.0,0.0,379.0403,NEUTRAL,C16H12Cl2FN5O,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1
